name,athlete.sex,athlete.country,start_date_local,distance,achievement_count,type,kudos_count
Afternoon Ride,F,Poland,2015-04-21T15:30:08Z,11110.4,2,Ride,0
Walk on 2015-08-20,M,Portugal,2015-08-19T01:00:00Z,12.0,0,Walk,0
Morning Ride,F,United States,2015-07-01T07:47:43Z,21098.1,2,Ride,2
"02/10/2014 Seoul, South Korea",M,South Korea,2014-02-10T16:10:46Z,1773.3,0,Ride,0
Afternoon Ride,M,United Kingdom,2016-03-09T14:16:48Z,5638.3,0,Ride,1
Morning Run,F,United States,2016-03-19T07:09:58Z,3228.7,0,Run,0
"06/26/2013 Bernau am Chiemsee, Bavaria, Germany",M,Deutschland,2013-06-26T16:42:17Z,26199.3,0,Run,0
FM - Pal - Olešná,M,Czech Republic,2014-03-09T12:15:19Z,13551.1,0,Run,0
Wochenende!,M,Germany,2014-10-24T16:19:51Z,35819.9,1,Ride,2
Bushey,M,United Kingdom,2015-11-23T18:11:46Z,8495.9,0,Run,1
Sam Rong Nua - BTS Bearing,M,Thailand,2015-01-14T10:47:47Z,3502.9,0,Ride,0
"07/06/2014 Queens County, NY, USA, NY",M,United States,2014-07-06T07:28:46Z,1884.9,0,Ride,0
PALOS ,M,United States,2014-08-01T07:33:11Z,0.0,0,Ride,0
Embarcadero to Sausalito,M,United States,2015-01-03T09:23:02Z,25935.4,0,Ride,1
Pedalada matinal,F,Brazil,2015-10-31T06:28:22Z,45547.4,1,Ride,80
"06/21/2015 Slagelse, Denmark",M,Denmark,2015-06-21T11:01:36Z,44104.7,1,Ride,0
Morning Run,F,United States,2015-08-28T05:43:48Z,5948.7,0,Run,0
Corrida vespertina,F,Brazil,2015-11-06T13:03:20Z,62.4,0,Run,0
"01/17/2015 Hesdin-l'Abbé, Nord-Pas-de-Calais, France",M,France,2015-01-17T14:21:19Z,50332.9,8,Ride,0
Row Row Row 5025meters,M,United States,2014-07-07T05:52:28Z,464.7,0,Workout,5
"Run, squats, weight",F,United Kingdom,2015-10-03T06:09:54Z,3958.0,0,Run,2
The Waller Pain Hill Climb - 20th in 1:37.9,M,United Kingdom,2015-06-14T11:20:59Z,1502.8,4,Ride,5
Ride to Work,M,Canada,2014-11-10T08:39:04Z,12445.5,0,Ride,0
"11/28/2014 Withnell, England, United Kingdom",M,United States,2014-11-28T08:31:09Z,106366.0,66,Ride,0
Enjoyable Easy 90,M,New Zealand,2016-02-25T05:34:53Z,18532.5,2,Run,8
Tues hills with Killarney CC,F,Ireland,2015-09-29T18:23:25Z,35798.8,5,Ride,13
Gold Camp-High Drive-Cheyenne Canon CX ride in strong wind,F,United States,2014-03-17T14:13:56Z,29257.3,10,Ride,2
Morning Run,F,United States,2014-05-07T08:46:34Z,4709.4,5,Run,0
Afternoon Run,,,2016-02-18T14:13:33Z,2900.0,0,Run,1
"07/22/2015 Parede, Lisbon, Portugal",M,Portugal,2015-07-22T16:26:00Z,5187.4,0,Run,0
Morning Ride,M,United Kingdom,2015-12-23T07:22:33Z,50031.7,43,Ride,0
Corrida matinal,F,Brazil,2014-02-24T06:23:39Z,6236.1,0,Run,0
Corsa col vicino ,M,Italy,2014-12-08T08:25:47Z,6077.1,0,Run,2
Off roading,M,United Kingdom,2015-04-26T11:55:27Z,27078.2,27,Ride,0
Afternoon Run,,United Kingdom,2016-02-16T17:12:34Z,6205.8,0,Run,0
"03/29/2014 Wiesbaden, Hesse, Germany",M,Deutschland,2014-03-29T08:17:04Z,124316.0,9,Ride,1
Evening Ride,F,United States,2016-04-03T19:01:03Z,6007.7,0,Ride,0
Mini 507 - Zunitrillo a medias - Perdida Jerome jajaja,M,Ecuador,2015-11-11T20:55:44Z,17760.3,2,Ride,14
Morning Ride,M,United Kingdom,2014-12-29T08:05:47Z,17152.3,0,Ride,0
Entrenamiento en bici matutino,M,Spain,2014-09-13T09:05:58Z,115435.0,5,Ride,2
Indoor Hockey Training,M,Australia,2015-01-21T20:00:38Z,0.0,0,Run,3
"12/24/2013 Richland, WA",M,United States,2013-12-24T13:06:16Z,5604.4,5,Run,2
Evening Run,M,United States,2016-04-02T19:41:53Z,3665.6,0,Run,5
"03/21/2015 Morland, England, United Kingdom",M,United Kingdom,2015-03-21T12:48:27Z,36908.5,4,Ride,22
90 mins easy with the girls - caught up on ALL the gossip!!,F,Ireland,2015-11-08T15:06:24Z,16477.4,4,Run,9
Lunch Run,F,United States,2016-01-13T12:26:52Z,1960.1,0,Run,0
Feakin steep hiKe up to Dan's Yurt.,F,United States,2015-07-07T14:09:07Z,574.0,0,Ride,20
"06/16/2014 Bangkok, Bangkok, Thailand",F,Thailand,2014-06-16T12:13:55Z,5250.0,2,Run,1
1st Strider's Summer 5 mile handicap,M,United Kingdom,2015-05-20T20:01:28Z,8014.6,0,Run,1
Afternoon Ride,F,United Kingdom,2015-09-12T14:37:18Z,32733.3,14,Ride,1
Namiddagrit,F,The Netherlands,2016-03-17T14:44:42Z,1254.3,0,Ride,0
first half of a brick,M,United States,2014-07-22T13:56:50Z,42840.1,7,Ride,0
morning ride,M,United States,2014-11-27T08:18:05Z,35113.5,8,Ride,2
"12/07/2014 Canha, Setúbal, Portugal",M,Portugal,2014-12-07T09:28:00Z,36317.3,0,Ride,0
SVTC Spin Class + 15min of core work,F,United States,2015-01-22T18:30:00Z,19247.8,0,Ride,2
Rallied for Strava runch ,F,United States,2016-03-29T12:08:30Z,8514.8,0,Run,30
Treino Funcional,F,Portugal,2015-09-09T10:00:20Z,0.0,0,Workout,0
ANZA Ride to Fraser's Hill,M,Singapore,2015-03-14T07:11:11Z,173496.0,0,Ride,1
Morning Ride,M,United States,2016-03-03T07:28:55Z,92284.7,0,Ride,9
"10/07/2014 Yaxley, England, United Kingdom",F,United Kingdom,2014-10-07T09:16:17Z,16106.0,0,Ride,0
Springbank cruisin,M,Canada,2015-10-08T15:51:15Z,47873.5,17,Ride,2
Ridge to fence post,F,United States,2016-02-26T08:55:02Z,9081.1,0,Run,0
"08/30/2014 Figure of 8, Isle of Arran, United Kingdom",M,United Kingdom,2014-08-30T10:59:38Z,116004.0,38,Ride,4
"07/15/2014 Morwell, VIC, Australia",F,Australia,2014-07-15T16:39:00Z,5008.8,0,Run,0
Lunch Ride,M,United Kingdom,2016-02-06T12:27:57Z,19601.7,7,Ride,1
Gorgeous Sunday run,F,United States,2014-10-26T16:01:57Z,7174.6,0,Run,0
Pedalada ao entardecer,M,Brazil,2015-10-27T18:20:11Z,52433.6,5,Ride,20
"04/14/2014 Great Harwood, England, United Kingdom",M,United Kingdom,2014-04-14T14:00:13Z,55009.5,19,Ride,7
scarico,M,Italia,2014-05-19T18:04:14Z,40255.7,0,Ride,1
"10/14/2014 Burlington, Ontario, Canada",F,Canada,2014-10-14T18:01:10Z,32572.3,3,Ride,0
Trainer,M,United States,2016-01-11T20:55:25Z,44.8,0,Ride,0
Afternoon Ride,F,United States,2015-09-22T17:54:14Z,5356.7,0,Ride,0
Course à pied matinale,M,France,2015-08-21T09:14:10Z,11559.4,3,Run,1
Morning Run,M,United States,2015-11-26T09:29:25Z,8062.9,0,Run,0
03/21/2014 AM Commute,M,United States,2014-03-21T08:15:00Z,21195.1,0,Ride,0
"11/21/2014 Gilette, Provence-Alpes-Côte d'Azur, France",F,France,2014-11-21T12:34:54Z,5604.2,0,Run,0
Commute - so windy!!,M,United Kingdom,2014-07-23T07:33:29Z,18212.6,0,Ride,0
"03/24/2014 Balsthal, Solothurn, Switzerland",M,Switzerland,2014-03-24T16:21:38Z,57874.5,3,Ride,0
Morning Ride that Strava didn't grasp ,F,New Zealand,2015-11-11T06:54:21Z,29700.0,0,Ride,0
Vuelta ciclista por la mañana,M,Venezuela,2015-11-09T10:30:03Z,14884.2,0,Ride,0
"02/28/2015 Osek, Ústí nad Labem Region, Czech Republic",M,Czech Republic,2015-02-28T10:30:23Z,25243.9,4,Run,0
Evening Ride,M,Australia,2015-09-06T18:28:17Z,40749.3,0,Ride,4
Corrida matutina,F,Brazil,2016-01-24T06:40:57Z,3481.9,0,Run,0
Bredon Hill Loop Evening Ride,M,United Kingdom,2014-07-15T18:39:03Z,45708.3,3,Ride,0
Super fun run with Jason! If only my hip and shoulder were ready for the unfamiliar terrain. :P,M,United States,2015-05-24T08:11:12Z,14628.7,0,Run,15
Morning Ride,,United States,2014-08-11T06:50:01Z,31721.0,1,Ride,0
Evening Swim,M,Australia,2016-02-29T18:14:15Z,2283.1,0,Swim,17
Afternoon Run,F,United States,2015-12-28T15:52:53Z,223.1,0,Run,0
Carson - TrainerRoad,M,United States,2016-01-13T22:34:06Z,25690.0,0,Ride,1
"Terrey Hills, Akuna ('The Wall') Loop",M,Australia,2014-02-06T05:24:58Z,42345.2,0,Ride,0
Treino dos brutos #nespbikers,M,Brazil,2016-02-06T18:07:45Z,20787.7,1,Ride,14
05/19/2015,M,United States,2015-05-19T18:17:37Z,41862.0,0,Ride,4
Morning Ride,F,United States,2015-04-18T08:14:31Z,35479.4,4,Ride,0
1ª y 2ª fase,F,España,2011-12-06T12:41:00Z,12562.1,6,Ride,0
Night Ride For Fun,M,Malaysia,2015-12-31T19:52:32Z,3998.7,0,Ride,2
Park run Main Beach,F,Australia,2015-02-28T07:03:09Z,4973.6,2,Run,7
Morning Ride,M,United States,2015-10-08T08:33:12Z,5774.3,0,Ride,0
Pilates home,M,United Kingdom,2015-05-18T20:19:27Z,8386.0,0,Ride,9
Course à pied en soirée,F,France,2015-06-28T19:49:50Z,5761.0,5,Run,1
Break from the boys,F,United Kingdom,2015-04-04T17:55:18Z,4768.7,0,Run,1
Morning Ride,F,United States,2016-03-24T09:39:07Z,10991.7,0,Ride,3
Getting my Utah on,F,United States,2015-08-09T06:46:38Z,13809.1,0,Run,3
Speedy on it Java cycle! With extra coffee x,F,United Kingdom,2015-04-14T17:27:51Z,38672.9,15,Ride,7
Rotenberg-Jägerhaus Runde,M,Deutschland,2014-05-15T15:35:02Z,29865.5,8,Ride,3
Afternoon Ride,M,België,2015-09-28T16:12:40Z,46835.7,9,Ride,0
"03/09/2014 Bielsko Biała, Silesian Voivodeship, Poland",M,Poland,2014-03-09T10:03:24Z,112668.0,16,Ride,7
"06/22/2014 Diksmuide, Vlaams Gewest, Belgium",M,Belgium,2014-06-22T13:33:06Z,65245.0,4,Ride,2
Oregon Outback Shakedown Ride,M,United States,2015-05-17T08:58:58Z,11236.1,1,Ride,0
Kite Flying Weather,M,United States,2015-12-27T13:56:19Z,40408.2,0,Ride,2
Lacets de Montvernier and Col du Chaussy,M,United Kingdom,2015-08-24T12:12:56Z,10063.6,0,VirtualRide,0
Zum Bäcker ,M,Deutschland,2014-04-28T16:44:56Z,2784.4,0,Ride,11
"Nevsha, Shumen Province, Bulgaria",M,България,2014-04-29T15:23:33Z,83052.5,2,Ride,0
Morning Run,F,United Kingdom,2015-12-14T08:23:12Z,6256.5,0,Run,11
"04/11/2015 Fehmarn, Schleswig-Holstein, Germany",,Denmark,2015-04-11T09:55:30Z,46894.0,1,Ride,0
"01/06/2015 Honolulu, Hawaii",F,United States,2015-01-06T21:07:57Z,0.0,0,Run,2
It's gonna be a long couple of weeks... 17/08/2015,M,Australia,2015-08-17T06:05:07Z,38440.1,1,Ride,7
Parenzana Cube 2014 - OFF - Nisam prošla time limit koji su suci odredili,F,Hrvatska,2014-09-28T10:30:32Z,69034.4,9,Ride,42
Morning Run,F,United States,2015-03-26T08:18:38Z,8079.0,3,Run,3
Racing the rain,M,,2014-05-09T19:07:42Z,33574.5,18,Ride,2
Fisherman's Wharf SF,F,Czech Republic,2015-02-04T07:23:01Z,3998.1,0,Run,0
Carrera matutina,F,Chile,2015-11-28T09:37:10Z,332.7,0,Run,1
"24/06/2013 Madrid, Community of Madrid, Spain",F,España,2013-06-24T20:41:57Z,6092.1,0,Run,0
Morning Run,F,South Africa,2014-11-06T08:09:28Z,3720.9,0,Run,1
Afternoon Ride,M,United States,2015-08-12T17:30:00Z,7470.8,1,Ride,0
Evening Ride,F,United States,2014-09-09T19:07:55Z,11917.6,5,Ride,0
Дом,F,Russia,2015-07-14T17:38:52Z,13674.4,0,Ride,0
"01/25/2015 Uithoorn, Noord-Holland, Netherlands",M,The Netherlands,2015-01-25T11:08:02Z,9847.6,1,Run,9
"Silversands tri, Run leg",F,Australia,2016-04-03T11:06:52Z,9713.9,1,Run,3
Evening Ride,F,United States,2015-02-23T19:14:00Z,9011.7,3,Ride,0
"09/07/2014 Dorchester, England, United Kingdom",M,United Kingdom,2014-07-09T17:52:43Z,2179.8,0,Ride,0
04/14/2015,F,United States,2015-04-14T05:20:43Z,1423.8,0,Swim,0
"06/18/2015 Montecatini Terme, Toscana, Italy",M,Italy,2015-06-18T18:09:58Z,39149.7,3,Ride,0
Kindergarten pick up. ,F,United States,2016-02-10T14:26:46Z,1070.1,0,Walk,6
Evening Ride,M,United Kingdom,2015-08-21T18:53:06Z,22241.9,0,Ride,3
"11/05/2014 Toronto, ON, Canada",M,Canada,2014-11-05T15:12:37Z,39207.0,0,Ride,0
Back ,F,United Kingdom,2015-09-11T17:16:09Z,8944.2,1,Ride,7
11/14/2014,F,United States,2014-11-14T08:35:57Z,0.0,0,Workout,0
Morning Ride,F,Australia,2014-12-02T05:34:20Z,28296.0,0,Ride,0
Arms,M,Canada,2016-01-05T10:30:00Z,0.0,0,WeightTraining,0
Semnan to Firuzkuh,M,Australia,2014-08-26T07:04:10Z,92971.1,0,Ride,2
"31/12/2013 Chartres, Centre, France",F,France,2013-12-31T08:38:52Z,8273.4,0,Run,0
Shop Run,M,United Kingdom,2015-11-09T18:30:00Z,5149.9,0,Run,0
Morning Run,F,United States,2015-10-15T06:40:49Z,4199.6,0,Run,1
Giro mattutino,M,Italy,2015-02-15T08:25:10Z,91294.3,4,Ride,11
Night Ride,M,United States,2014-08-01T00:15:09Z,2955.9,0,Ride,0
Quarry - Pitstone Hill,F,United Kingdom,2014-03-05T17:39:11Z,4061.7,0,Walk,0
"01/15/2012 Oltingue, Alsace, France",M,France,2012-01-15T13:03:45Z,19253.8,0,Ride,0
Afternoon Ride,F,United Kingdom,2015-06-15T16:16:03Z,7712.3,0,Ride,0
Morning Run,,Brazil,2015-02-22T10:29:08Z,4147.5,3,Run,0
Afternoon Run,F,United Kingdom,2014-05-20T13:43:31Z,4385.6,0,Run,0
Booker T XC - 2nd Cat 1,M,United States,2014-03-09T09:02:41Z,38139.4,7,Ride,5
Afternoon Ride,M,United Kingdom,2014-12-30T13:16:19Z,25209.4,14,Ride,1
Bia: Saturday Swim,F,United States,2014-06-28T07:54:19Z,32987.4,0,Swim,0
Evening Ride,F,Australia,2015-11-20T18:05:01Z,19605.0,2,Ride,17
Sortida Post Gripal,F,España,2016-04-07T14:48:07Z,38357.3,0,Ride,9
Easy Run,M,South Africa,2015-03-17T05:16:39Z,5698.5,0,Run,5
Morning Run,M,United States,2015-12-20T08:36:07Z,5197.5,0,Run,3
"21/05/2012 Clifton Hill, VIC, Australia",M,Australia,2012-05-21T06:50:39Z,17688.5,5,Ride,0
Easy run (I love rectangles),M,United States,2015-12-10T15:27:39Z,7666.8,0,Run,2
Day 2 5K training - Meyer,F,United States,2014-01-13T16:04:26Z,3967.3,5,Run,1
12/19/2014 Last Friday run of the year with Mark,M,United Kingdom,2014-12-19T06:34:55Z,14566.2,1,Run,0
Waitaks,M,New Zealand,2015-06-28T06:40:55Z,44832.8,20,Ride,0
Morning Ride,M,United Kingdom,2014-04-15T06:11:06Z,17895.1,0,Ride,0
Evening Ride,F,United States,2014-09-11T18:13:35Z,8095.7,2,Ride,0
Mittagslauf,M,Germany,2014-08-07T11:29:57Z,8000.0,0,Run,0
Oppvarming før intervall,M,Norway,2015-09-23T17:59:29Z,2628.1,0,Run,0
Crater Lake hike to boat,M,United States,2014-07-04T13:57:19Z,3586.1,0,Hike,0
Turbo training,M,United Kingdom,2014-12-29T20:00:34Z,0.0,0,Ride,0
Afternoon Ride,,Australia,2014-12-17T16:00:52Z,1693.8,0,Ride,0
Corrida das câimbras ,M,Brazil,2016-03-26T16:33:44Z,12613.2,0,Run,0
Morning Ride,M,South Africa,2015-09-03T08:34:35Z,1132.5,0,Ride,0
"03/28/2015 Nashville, Indiana",F,United States,2015-03-28T12:03:09Z,118651.0,11,Ride,0
"12/30/2014 Reckingen VS, Wallis, Switzerland",F,Switzerland,2014-12-30T12:09:27Z,20637.9,0,NordicSki,0
20$ run ,F,United States,2014-08-25T18:53:27Z,6442.8,2,Run,0
Pedal show!!! ,F,Brazil,2016-04-03T07:24:01Z,75550.6,3,Ride,29
oh no....we were passed by a jogger,F,United States,2014-04-09T07:24:02Z,42899.6,1,Ride,2
Morning Ride,M,United Kingdom,2016-02-23T08:23:02Z,23771.4,0,Ride,0
Rondje Termuntenzijl,F,The Netherlands,2014-11-21T09:04:14Z,92139.1,15,Ride,13
Carrera matutina,F,España,2015-05-16T08:06:54Z,8260.1,0,Run,6
Feakin steep hiKe up to Dan's Yurt.,F,United States,2015-07-07T14:09:07Z,574.0,0,Ride,20
Warm!!!!!! 37graden,M,Netherlands,2015-07-01T17:09:39Z,21819.7,7,Ride,0
"05/05/2014 Mount Pleasant, SC",M,United States,2014-05-05T15:21:00Z,34726.1,9,Ride,0
Night Run,F,Turkey,2014-04-23T21:11:35Z,7291.1,1,Run,0
"02/11/2013 Whitianga, Waikato, New Zealand",M,New Zealand,2013-11-02T08:13:44Z,185275.0,37,Ride,0
Afternoon Swim,F,United States,2015-11-29T13:36:41Z,2194.6,0,Swim,0
Piste - Le Tremblay - Cognin - Col de Couz - 1ére épingle Egaux - puis retour !!!,M,United States,2015-12-07T13:49:55Z,50686.8,3,Ride,3
"14/12/2014 Thurgoona, NSW, Australia",M,Australia,2014-12-14T07:35:09Z,6956.6,0,Ride,1
"20/05/2014 Waverton, NSW, Australia",M,Australia,2014-05-20T15:46:02Z,18553.3,4,Ride,0
Cieza half marathon,F,New Zealand,2015-12-06T10:32:15Z,21444.6,12,Run,0
Morning Run,,United Kingdom,2015-01-02T09:34:20Z,3249.2,8,Run,1
Evening Ride,F,United Kingdom,2014-04-28T18:44:48Z,14345.6,3,Ride,0
Evening Ride,F,United States,2015-09-03T19:27:26Z,49834.4,1,Ride,4
Afternoon Ride,M,Australia,2016-03-10T14:59:05Z,7529.4,3,Ride,0
R3,M,Czech Republic,2015-11-29T23:46:58Z,0.0,0,Ride,0
Morning Run,M,United States,2014-04-28T05:02:04Z,3659.9,0,Run,0
Evening Ride,M,United States,2016-03-22T18:22:17Z,14108.1,1,Ride,2
Night Ride,M,South Korea,2016-02-23T22:44:53Z,6880.9,2,Ride,2
Night Run,M,United States,2015-07-15T21:29:03Z,3815.0,3,Run,0
"12/20/2013 Brisbane, QLD, Australia",F,Australia,2013-12-20T05:37:23Z,22765.9,12,Ride,0
Commute,F,United Kingdom,2014-05-15T05:52:19Z,8112.1,1,Ride,0
Night Ride,M,Australia,2015-08-25T23:03:43Z,32109.0,6,Ride,0
Morning Run,F,United States,2016-01-15T10:40:46Z,502.3,0,Run,0
"07/29/2013 Aurora, CO",F,United States,2013-07-29T09:37:36Z,49.4,0,Ride,0
Rose Hill Latte ,M,United States,2015-11-15T13:18:16Z,42655.4,11,Ride,14
Evening Run,F,United States,2015-09-23T18:31:25Z,2428.0,4,Run,0
Lee hill,F,United States,2015-05-12T08:35:16Z,67148.8,25,Ride,2
Course à pied matinale,F,France,2016-03-12T10:53:07Z,11320.9,5,Run,2
Radfahrt am Morgen,M,Germany,2015-03-18T07:18:14Z,20282.8,5,Ride,2
Evening Ride,M,Germany,2015-08-08T19:23:23Z,2178.9,0,Ride,0
Treino N2,F,República Federativa do Brasil,2015-11-07T10:09:33Z,8343.6,1,Ride,1
Morning Run,F,United States,2015-06-07T08:10:54Z,12603.5,6,Run,2
Voodoo Sunday Clatter,M,United Kingdom,2015-01-18T09:12:51Z,12971.7,12,Ride,0
Morning Ride,M,Australia,2015-05-30T08:30:55Z,43077.3,3,Ride,0
Lunch Ride,M,Japan,2016-02-22T11:00:31Z,41871.8,17,Ride,0
Evening Run,F,Singapore,2015-03-24T18:51:41Z,2433.6,0,Run,0
Muttertag ,M,Germany,2015-05-10T13:58:36Z,16033.3,0,Ride,0
THE Berryman Trail - Epic!,M,United States,2015-03-28T10:23:31Z,39527.8,0,Ride,0
일요일 부부라이딩,M,대한민국,2015-06-21T13:58:46Z,20907.2,0,Ride,3
Half Day Cafe cold & windy Corte Madera,F,United States,2016-02-20T11:34:20Z,22993.0,8,Ride,0
Morning Ride,F,Canada,2014-06-21T08:42:08Z,4715.6,1,Ride,0
Morning Run,F,United States,2014-04-09T09:11:06Z,5.6,0,Run,0
Hamilton day 2 - Te Miro,M,United Kingdom,2015-10-14T08:35:11Z,75091.6,1,Ride,4
Ochtendloop,F,The Netherlands,2016-03-23T10:46:40Z,1775.1,0,Run,0
Rolling Hills Programme,M,United Kingdom,2015-09-03T20:19:53Z,14400.0,0,Ride,0
Caminhada a noite,M,Portugal,2015-12-16T20:32:47Z,4428.3,0,Walk,6
"08/26/2014 Fort Collins, Colorado",F,United States,2014-08-26T12:11:33Z,19898.8,0,Ride,0
"28/04/2015 Seaford, England, United Kingdom",M,United Kingdom,2015-04-28T06:27:06Z,20100.5,0,Ride,0
Morning Run,F,New Zealand,2015-11-28T07:59:51Z,3002.4,5,Run,1
Lunch Run double with no watch,F,United States,2015-02-09T12:00:00Z,8046.7,0,Run,1
Ochtendloop,F,Nederland,2016-01-09T09:42:01Z,11053.8,6,Run,0
Treadmill timed run,F,United Kingdom,2015-03-05T06:30:00Z,5000.0,0,Run,0
Chatice,F,Brazil,2014-09-02T06:09:17Z,2000.0,0,Swim,5
Piranha WWT Ride,M,Ireland,2015-04-10T08:16:50Z,129645.0,0,Ride,9
TdB Loop (Poor Substitute for no Lake Mtn!),F,Australia,2014-11-16T10:42:02Z,63048.4,52,Ride,11
Carrera matutina,F,,2016-03-08T08:21:57Z,7098.4,5,Run,0
Afternoon Ride,F,Thailand,2016-02-18T16:30:28Z,16951.4,0,Ride,0
Fort Canyon and the Wild Turkey Ride,F,United States,2015-08-22T09:22:37Z,33208.5,13,Ride,3
Lunch Ride,M,United Kingdom,2014-07-14T11:22:52Z,36454.1,6,Ride,0
"01/07/2015 Ås, Norway, Akershus, Norway",M,Norway,2015-01-07T19:31:42Z,11623.2,0,Run,1
"04/23/2015 Graceville, QLD, Australia",M,Australia,2015-04-23T05:26:39Z,29828.1,3,Ride,0
Prova Gf Montegrimano con Cere e Marchino!,M,Italy,2015-05-03T08:47:39Z,40065.6,3,Ride,8
Corrida noturna,F,Portugal,2014-05-12T21:10:49Z,4905.4,4,Run,1
Afternoon Ride,M,United Kingdom,2016-01-07T13:29:19Z,23060.0,0,Ride,3
Gambe e core stability,M,Italy,2016-01-02T02:38:58Z,0.0,0,Ride,22
Winston Yogging,F,United States,2014-11-29T10:14:09Z,5240.6,2,Run,1
Evening Swim,F,United States,2015-07-21T20:00:35Z,2300.0,0,Swim,0
Afternoon Ride,M,Norway,2015-10-29T17:18:57Z,26783.4,13,Ride,0
Evening Ride,M,United Kingdom,2015-06-17T20:11:34Z,15395.9,6,Ride,0
Lunch Ride,F,United States,2015-07-29T11:14:17Z,5496.5,0,Ride,0
Morning Ride. #InternationalWomensDay,F,United Kingdom,2016-03-08T08:30:24Z,7403.0,0,Ride,12
Lovely afternoon run :),F,Australia,2015-06-09T16:52:57Z,5318.6,7,Run,1
Morning Ride,M,United Kingdom,2014-05-16T10:37:17Z,28573.3,2,Ride,5
Ochtendrit,M,Netherlands,2015-10-25T10:33:51Z,92733.4,11,Ride,3
Radfahren,,Germany,2015-05-26T17:00:00Z,7250.0,0,Ride,0
Track with Dave,,United States,2014-04-23T17:30:56Z,4990.3,0,Run,1
"03/30/2013 New York, NY",M,United States,2013-03-30T11:37:01Z,69125.5,36,Ride,0
OLD OFFICE-HWY 9-COX-QUITO-CERVELO. ,M,United States,2015-07-20T20:19:28Z,24462.1,0,Ride,0
16/02/2016,M,United Kingdom,2016-02-16T08:22:21Z,3546.5,0,Walk,3
Afternoon Ride,M,United States,2015-09-27T15:17:18Z,9432.5,0,Ride,0
Afternoon Ride,M,Guernsey,2015-04-27T16:49:10Z,29419.3,8,Ride,1
"04/02/2014 Whitfield, QLD, Australia",F,Australia,2014-04-02T06:06:59Z,6947.6,0,Ride,0
30 minutes interval on a treadclimber,F,United States,2014-02-12T10:54:15Z,2972.5,0,Workout,0
"12/20/2014 Seattle, Washington",M,United States,2014-12-20T09:50:20Z,14114.2,5,Run,0
Some climbing,M,United Kingdom,2015-07-29T19:26:58Z,28402.2,3,Ride,7
Day 2! 2014,M,United States,2014-01-02T13:26:04Z,98540.0,17,Ride,0
Evening Run,M,United Kingdom,2014-08-21T18:34:48Z,2461.8,4,Run,1
01/06/2015 대한민국,F,대한민국,2015-01-06T17:26:24Z,19268.8,0,Ride,0
"06/14/2015 Lower Township, New Jersey",M,United States,2015-06-14T08:30:35Z,274.2,0,Workout,1
Corrida matutina,F,Brazil,2016-03-23T07:09:30Z,6338.2,0,Run,0
morning cruise,F,Australia,2015-02-21T07:04:29Z,22532.7,2,Ride,4
First Commute,F,United Kingdom,2016-01-05T07:16:55Z,33208.0,1,Ride,8
Quick test of the new Edge 520,M,Germany,2016-03-18T19:34:14Z,8350.4,0,Ride,9
"07/13/2015 Sioux Falls, SD",M,United States,2015-07-13T10:57:41Z,11492.8,0,Run,0
Morning Run,F,United Kingdom,2015-08-06T09:33:15Z,5800.9,1,Run,0
Course à pied matinale,F,Belgique,2016-02-21T09:51:13Z,8489.1,1,Run,0
Lunch Ride,F,Australia,2015-05-23T12:09:02Z,29181.1,13,Ride,0
Club run,F,United Kingdom,2015-03-17T19:02:01Z,11399.6,6,Run,2
Blewitt Fun,F,United States,2015-12-12T12:46:00Z,4957.2,0,BackcountrySki,1
Corrida ao entardecer,F,,2016-04-06T19:36:02Z,2857.5,1,Run,5
Cheeky mid-day ride,M,United Kingdom,2015-07-09T12:38:41Z,37764.8,5,Ride,8
VDM dans la belle région ! Pompe...pompe... :-),F,Canada,2015-10-31T13:26:03Z,21886.3,8,Ride,4
Morning Ride RV,M,Canada,2016-03-12T07:32:32Z,11966.8,3,Ride,2
Morning Ride,M,United States,2015-10-20T07:22:04Z,9146.3,0,Ride,0
Rest of the ride after the watch died,M,Canada,2015-08-19T15:47:34Z,8561.1,4,Ride,1
Afternoon Run,F,United States,2015-10-15T14:32:42Z,4897.4,1,Run,0
Morning Run with Coach Twis,F,United Kingdom,2015-11-28T07:29:21Z,13135.6,3,Run,6
Afternoon treadmill run,F,Australia,2014-07-08T14:15:00Z,5000.0,0,Run,2
Afternoon Swim,M,United States,2014-04-16T15:01:28Z,2650.0,0,Swim,0
Morning Ride,F,United Kingdom,2015-04-01T08:14:45Z,7384.3,1,Ride,1
Morning run,F,United States,2014-06-16T03:23:26Z,1890.5,0,Run,0
Quick Walk,F,United States,2014-09-08T17:09:23Z,114.7,0,Walk,0
"05/20/2014 Grand Haven, MI",F,United States,2014-05-20T17:51:29Z,43529.8,0,Ride,0
Infietsen voor morgen: De ijsseldelta in Zwolle! ,F,The Netherlands,2015-06-19T14:41:12Z,23759.2,4,Ride,20
Evening Ride,M,Japan,2014-02-24T19:50:45Z,6554.8,0,Ride,0
Great run with Regina. Grateful,F,United States,2015-03-11T06:39:39Z,8667.6,0,Run,1
West ho,F,United Kingdom,2014-07-18T16:03:51Z,5885.9,3,Run,0
PPG,M,France,2014-09-15T22:00:00Z,0.0,0,WeightTraining,3
"17/11/2013 Dartford, England, United Kingdom",F,United Kingdom,2013-11-17T10:10:46Z,10433.5,4,Run,0
Civic Park Pool,F,Canada,2015-11-15T13:00:00Z,1371.6,0,Swim,0
